Subject_Initials,Session_Number,Counterbalance_Order,Mouse/Touchscreen,Task,Run,Trial,Attempted_Trial,Number_of_Fixations,Fixation_1,Fixation_2,Fixation_3,Condition_Number,Horizontal/Vertical_Saccade,Saccade_Directions,Spatiotopic_Zone,Retinotopic_Zone,Correct_X,Correct_Y,Response_X,Response_Y,Error_X,Error_Y,Error_Dist,RT,True_Eccentricity,Measured_Eccentricity,PPD,initTrial,initCue,initFix1,initFixing1,initFix2,initFixing2,initFix3,initFixing3,initResp,sacLat1,sacLat2,sacLat3,errorCut_big_error_lag,initMask,saccade_condition
ad,1,3,M,R,3,11,13,3,3,4,2,4,3,23,5,3,376.52,770.71,372.02,736.84,-4.5049,-33.8734,34.1716,1.4408,204.8721,186.5887,21.27,91.9864,92.6362,92.8361,92.8412,93.3361,93.5832,94.4356,94.6633,95.5352,0.0049,0.247,0.2275,0,NA,2
ad,1,3,M,R,3,12,14,1,4,0,0,1,0,0,5,5,613.79,500.08,577.05,490.62,-36.7311,-9.4594,37.9296,1.3599,191.6304,225.9453,21.27,100.3003,100.9667,101.1667,101.1718,NA,NA,NA,NA,101.6832,0.0049,NA,NA,0,NA,0
ad,1,3,M,R,3,13,16,1,3,0,0,1,0,0,5,5,620.94,533.45,597.41,538.23,-23.5249,4.7824,24.0061,1.1748,193.0559,213.3787,21.27,111.8966,112.7129,112.913,112.9183,NA,NA,NA,NA,113.4294,0.0052,NA,NA,0,NA,0
ad,1,3,M,R,3,14,18,3,3,4,3,5,2,21,5,5,623.32,502.47,625.53,512.77,2.2091,10.2981,10.5324,1.4685,170.4677,175.4446,21.27,120.6269,121.4434,121.6434,121.6486,122.1432,122.4039,123.2428,123.4838,124.3426,0.0051,0.2605,0.2409,0,NA,2 return
ad,1,3,M,R,3,15,19,2,2,4,0,2,1,4,5,8,889.18,516.77,858.58,512.21,-30.6026,-4.5514,30.9393,1.4921,173.4913,154.71,21.27,129.1576,129.8241,130.0239,130.0287,130.5237,130.7296,NA,NA,131.5902,0.0047,0.2057,NA,0,NA,1
ad,1,3,M,R,3,16,21,1,4,0,0,1,0,0,5,5,620.94,519.15,598.93,508.68,-22.0093,-10.4736,24.3743,1.6505,173.8184,197.6072,21.27,139.021,139.6209,139.8207,139.8258,NA,NA,NA,NA,140.3373,0.0049,NA,NA,0,NA,0
ad,1,3,M,R,3,17,23,1,3,0,0,1,0,0,5,5,623.32,512,614.07,518.45,-9.244,6.4453,11.2691,1.2013,176.5918,187.7973,21.27,152.2499,153.033,153.2329,153.2378,NA,NA,NA,NA,153.7494,0.0047,NA,NA,0,NA,0
ad,1,3,M,R,3,18,24,1,1,0,0,1,0,0,5,5,659.06,531.06,654.12,520.53,-4.9438,-10.5376,11.6397,1.3028,191.3635,180.4598,21.27,158.3146,158.9812,159.1809,159.1859,NA,NA,NA,NA,159.6974,0.0048,NA,NA,0,NA,0
ad,1,3,M,R,3,19,25,2,1,3,0,2,1,4,5,8,860.58,521.53,833.24,518.4,-27.3451,-3.1301,27.5237,1.9372,163.4217,144.8128,21.27,164.3626,165.0623,165.2625,165.2674,165.7622,165.9361,NA,NA,166.8119,0.0048,0.1737,NA,0,NA,1
ad,1,3,M,R,3,20,26,3,2,4,2,5,1,43,5,5,668.6,504.85,663.96,485.54,-4.6325,-19.3077,19.8557,1.71,190.2837,200.063,21.27,172.1101,172.8098,173.0097,173.0176,173.5096,173.7733,174.6259,174.8863,175.7589,0.0075,0.2635,0.2603,0,NA,2 return
ad,1,3,M,R,3,21,27,3,1,3,1,5,1,43,5,5,663.83,485.79,663.72,493.06,-0.1124,7.2768,7.2776,1.1298,166.52,170.4721,21.27,180.8239,181.5239,181.7235,181.7285,182.2235,182.3903,183.2397,183.4611,184.3227,0.0048,0.1667,0.2213,0,NA,2 return
ad,1,3,M,R,3,22,28,3,1,2,4,4,3,24,5,9,841.52,761.18,825.81,738.25,-15.7099,-22.9269,27.7928,1.5461,157.9289,130.1516,21.27,188.8045,189.4876,189.6876,189.6927,190.1874,190.439,191.2873,191.4721,192.3368,0.005,0.2515,0.1846,0,NA,2
ad,1,3,M,R,3,23,31,2,1,2,0,3,2,2,5,6,642.38,761.18,642.73,760.3,0.3434,-0.8761,0.941,2.0439,178.1696,177.7467,21.27,207.2485,207.8984,208.0982,208.1035,208.598,208.8523,NA,NA,209.7143,0.0052,0.2541,NA,0,NA,1
ad,1,3,M,R,3,24,33,3,1,3,4,4,3,42,5,9,901.1,730.2,870.25,727.11,-30.8424,-3.0948,30.9973,1.2884,177.1287,150.8957,21.27,220.1275,220.6274,220.8274,220.8326,221.3273,221.4843,222.3268,222.5671,223.4266,0.005,0.1568,0.2401,0,NA,2
ad,1,3,M,R,3,25,34,3,4,2,4,5,1,34,5,5,620.94,516.77,599.68,467.72,-21.2515,-49.0475,53.4535,2.2403,175.324,224.2387,21.27,228.0916,228.758,228.958,228.9672,229.4579,229.9665,230.8073,231.0463,231.9237,0.0089,0.5084,0.2388,0,NA,2 return
ad,1,3,M,R,3,26,36,3,2,1,2,5,2,12,5,5,642.38,483.4,669.41,472.82,27.027,-10.5784,29.0235,1.6328,187.228,213.0111,21.27,241.754,244.0531,244.253,244.258,244.7528,245.0471,245.8858,246.1276,247.0022,0.0049,0.2942,0.2417,0,NA,2 return
ad,1,3,M,R,3,27,37,2,1,2,0,3,2,2,5,6,673.36,773.1,657.25,786.45,-16.1175,13.349,20.9277,1.2493,208.2419,206.9951,21.27,252.0337,252.7002,252.9001,252.9073,253.4002,253.6504,NA,NA,254.5162,0.007,0.2499,NA,0,NA,1
ad,1,3,M,R,3,28,38,2,4,3,0,3,2,1,5,4,666.21,308.1,677.2,317.25,10.9889,9.1477,14.2981,1.4965,125.6552,111.4059,21.27,259.1482,259.948,260.1479,260.1531,260.6477,260.8451,NA,NA,261.7141,0.0051,0.1972,NA,0,NA,1
ad,1,3,M,R,3,29,39,2,2,1,0,3,2,1,5,4,632.85,267.59,633.05,275.93,0.1962,8.3403,8.3426,1.2975,168.3126,162.184,21.27,266.6289,267.2787,267.4787,267.4838,267.9788,268.1843,NA,NA,269.0449,0.0049,0.2054,NA,0,NA,1
ad,1,3,M,R,3,30,40,3,1,2,1,5,2,21,5,5,630.47,547.75,627.76,543.37,-2.7097,-4.3756,5.1467,1.7225,185.7185,180.5806,21.27,273.7433,274.443,274.643,274.6482,275.143,275.3183,276.1591,276.4146,277.2754,0.005,0.1752,0.2554,0,NA,2 return
ad,1,3,M,R,3,31,41,2,2,1,0,3,2,1,5,4,656.68,274.73,662.33,274.96,5.6463,0.23,5.651,1.4048,179.7652,183.8285,21.27,282.4072,283.0737,283.2735,283.2786,283.7733,283.9715,NA,NA,284.8398,0.0049,0.198,NA,0,NA,1
ad,1,3,M,R,3,32,42,1,1,0,0,1,0,0,5,5,618.55,497.7,617.63,486.16,-0.9192,-11.5373,11.5738,1.279,139.2167,130.3399,21.27,289.6547,290.4712,290.6711,290.6762,NA,NA,NA,NA,291.1877,0.0049,NA,NA,0,NA,0
ad,1,3,M,R,3,33,43,2,4,3,0,3,2,1,5,4,616.17,274.73,595.93,299.79,-20.2431,25.0582,32.2133,1.509,185.1145,186.8463,21.27,295.8859,296.5192,296.7193,296.7268,297.2189,297.4255,NA,NA,298.2855,0.0073,0.2064,NA,0,NA,1
ad,1,3,M,R,3,34,44,2,3,1,0,2,1,3,5,2,409.88,500.08,412.66,496.23,2.776,-3.854,4.7497,1.5245,154.4381,149.7908,21.27,303.2169,303.8833,304.0834,304.0882,304.5831,304.7827,NA,NA,305.6496,0.0047,0.1995,NA,0,NA,1
ad,1,3,M,R,3,35,45,2,4,2,0,2,1,3,5,2,438.48,512,424.1,513.54,-14.3839,1.5352,14.4655,1.5847,144.1692,151.9542,21.27,310.5978,311.2809,311.4808,311.4861,311.9807,312.1259,NA,NA,312.9971,0.0051,0.145,NA,0,NA,1
ad,1,3,M,R,3,36,46,2,1,3,0,2,1,4,5,8,901.1,523.92,875.54,503.13,-25.5534,-20.7867,32.9403,1.4859,193.4086,160.5025,21.27,318.0122,318.7118,318.9118,318.917,319.4117,319.6449,NA,NA,320.5112,0.005,0.2331,NA,0,NA,1
ad,1,3,M,R,3,37,47,2,3,4,0,3,2,2,5,6,628.08,768.33,628.47,762.34,0.3843,-5.9864,5.9987,1.3891,189.8654,185.2274,21.27,325.4262,326.176,326.3759,326.3819,326.8759,327.1309,NA,NA,327.9922,0.0058,0.2548,NA,0,NA,1
ad,1,3,M,R,3,38,49,1,2,0,0,1,0,0,5,5,673.36,540.6,651.39,496.73,-21.9769,-43.863,49.0606,1.7537,173.3983,183.2682,21.27,337.0724,337.5723,337.7721,337.7771,NA,NA,NA,NA,338.2888,0.0048,NA,NA,0,NA,0
ad,1,3,M,R,3,39,50,1,2,0,0,1,0,0,5,5,651.92,481.02,679.64,461.59,27.7251,-19.4258,33.8532,1.9156,195.1998,228.2014,21.27,343.487,344.2036,344.4033,344.4083,NA,NA,NA,NA,344.9199,0.0048,NA,NA,0,NA,0
ad,1,3,M,R,3,40,51,2,2,4,0,2,1,4,5,8,848.67,497.7,844.43,520.38,-4.242,22.6776,23.0709,1.729,159.9499,139.3238,21.27,350.2847,350.9512,351.1511,351.1587,351.651,352.0025,NA,NA,352.8672,0.0074,0.3514,NA,0,NA,1
ad,1,3,M,R,4,1,1,2,1,2,0,3,2,2,5,6,651.92,761.18,631.19,739.68,-20.7281,-21.4972,29.8627,1.3017,184.6538,154.791,21.27,2.0494,2.8157,3.0157,3.0208,3.5155,3.7207,NA,NA,4.5818,0.005,0.2051,NA,0,NA,1
ad,1,3,M,R,4,2,2,3,2,1,3,4,3,14,5,7,843.9,267.59,857.43,271.93,13.5242,4.3403,14.2036,1.1497,155.2713,159.9037,21.27,9.1638,9.8967,10.0968,10.1032,10.5965,10.8705,11.7131,11.9564,12.8291,0.0062,0.2739,0.2432,0,NA,2
ad,1,3,M,R,4,3,3,2,3,1,0,2,1,3,5,2,371.75,531.06,404.02,534.84,32.2691,3.7749,32.4892,1.6739,203.5014,183.5222,21.27,17.261,18.7607,18.9605,18.9658,19.4604,19.7921,NA,NA,20.6598,0.0051,0.3316,NA,0,NA,1
ad,1,3,M,R,4,4,4,3,1,3,1,5,1,43,5,5,625.7,535.83,615.91,514.17,-9.7873,-21.659300000000002,23.7679,1.1548,173.2528,150.0591,21.27,25.625,26.3913,26.5914,26.5966,27.0913,27.2787,28.1243,28.3926,29.257,0.0051,0.1872,0.2681,0,NA,2 return
ad,1,3,M,R,4,5,5,1,2,0,0,1,0,0,5,5,668.6,526.3,674.38,518.87,5.7815,-7.4315,9.4156,1.6287,177.1287,186.1542,21.27,33.7056,34.3721,34.572,34.5771,NA,NA,NA,NA,35.0886,0.0049,NA,NA,0,NA,0
ad,1,3,M,R,4,6,6,3,4,2,4,5,1,34,5,5,668.6,512,629.86,524.34,-38.738,12.3359,40.6547,1.5052,145.5913,163.623,21.27,40.0037,40.7201,40.9198,40.9268,41.4197,41.6491,42.5027,42.7291,43.6024,0.0068,0.2292,0.2261,0,NA,2 return
ad,1,3,M,R,4,7,8,1,3,0,0,1,0,0,5,5,659.06,538.21,660.89,536.88,1.8257,-1.3314,2.2596,1.1481,172.4551,170.328,21.27,51.1665,51.8496,52.0495,52.0546,NA,NA,NA,NA,52.5663,0.005,NA,NA,0,NA,0
ad,1,3,M,R,4,8,9,2,1,3,0,2,1,4,5,8,858.2,502.47,842.1,493.76,-16.1026,-8.7097,18.3072,1.2962,147.5889,130.2894,21.27,57.0314,57.6978,57.8978,57.9027,58.3975,58.7047,NA,NA,59.564,0.0047,0.307,NA,0,NA,1
ad,1,3,M,R,4,9,10,3,3,1,3,5,1,34,5,5,666.21,516.77,674.98,510.66,8.7662,-6.1061,10.6832,1.3205,150.8348,140.744,21.27,64.1623,64.8453,65.0452,65.0506,65.5452,65.7648,66.6116,66.7897,67.6611,0.0052,0.2194,0.178,0,NA,2 return
ad,1,3,M,R,4,10,12,2,4,2,0,2,1,3,5,2,409.88,476.25,412.17,483.88,2.2877,7.6217,7.9577,1.4898,189.9168,182.4658,21.27,75.0086,75.6584,75.8584,75.8634,76.3582,76.5656,NA,NA,77.4247,0.0048,0.2072,NA,0,NA,1
ad,1,3,M,R,4,11,14,2,3,4,0,3,2,2,5,6,640,763.56,632.55,765.94,-7.4492,2.3775,7.8194,1.294,178.3926,185.0957,21.27,88.3209,89.1707,89.3706,89.3758,89.8704,90.1007,NA,NA,90.9702,0.005,0.2301,NA,0,NA,1
ad,1,3,M,R,4,12,15,1,4,0,0,1,0,0,5,5,637.62,538.21,622.4,519.91,-15.2145,-18.308,23.8047,1.3865,148.9296,172.2014,21.27,95.5852,96.235,96.435,96.4399,NA,NA,NA,NA,96.9516,0.0048,NA,NA,0,NA,0
ad,1,3,M,R,4,13,16,2,3,1,0,2,1,3,5,2,376.52,488.17,400.59,494.54,24.0732,6.3663,24.9008,1.4315,173.8327,157.8797,21.27,101.6665,102.3496,102.5496,102.5553,103.0496,103.24,NA,NA,104.0991,0.0055,0.1903,NA,0,NA,1
ad,1,3,M,R,4,14,17,3,1,2,1,5,2,21,5,5,632.85,540.6,625.11,524.75,-7.7452,-15.8474,17.6388,1.0313,181.338,164.0539,21.27,108.8642,109.5641,109.7639,109.7688,110.2637,110.4871,111.3302,111.5538,112.413,0.0047,0.2233,0.2235,0,NA,2 return
ad,1,3,M,R,4,15,20,3,4,3,1,4,3,13,5,1,412.27,312.86,412.66,316.62,0.3929,3.7526,3.7731,1.5845,138.9194,136.3934,21.27,122.1265,122.7764,122.9762,122.9812,123.4762,123.7052,124.5591,124.8194,125.6921,0.0048,0.2289,0.2601,0,NA,2
ad,1,3,M,R,4,16,21,2,2,4,0,2,1,4,5,8,891.56,514.38,884.04,511.93,-7.5248,-2.4573,7.9159,1.1968,176.8489,172.8045,21.27,130.6237,131.7068,131.9066,131.9116,132.4068,132.6085,NA,NA,133.4727,0.0049,0.2015,NA,0,NA,1
ad,1,3,M,R,4,17,22,3,3,1,2,4,3,32,5,3,374.14,754.03,404.39,772.22,30.2571,18.1912,35.3046,1.3143,195.4614,187.0137,21.27,138.0046,138.7044,138.9044,138.9093,139.4043,139.585,140.4371,140.68,141.5368,0.0048,0.1804,0.2427,0,NA,2
ad,1,3,M,R,4,18,23,3,2,4,2,5,1,43,5,5,609.02,502.47,607.57,515.44,-1.4531,12.97,13.0511,1.3201,151.9602,140.5406,21.27,146.2019,146.885,147.0849,147.0898,147.5847,147.7395,148.5848,148.8229,149.6842,0.0048,0.1546,0.238,0,NA,2 return
ad,1,3,M,R,4,19,24,1,3,0,0,1,0,0,5,5,623.32,523.92,608.03,523.73,-15.2869,-0.1812,15.288,1.1984,184.6538,195.8278,21.27,154.3492,155.0491,155.2491,155.2544,NA,NA,NA,NA,155.7654,0.0051,NA,NA,0,NA,0
ad,1,3,M,R,4,20,25,2,1,3,0,2,1,4,5,8,872.5,528.68,858.15,518.62,-14.3505,-10.0568,17.5236,1.1344,176.5918,159.6294,21.27,160.3305,161.0304,161.2303,161.2354,161.7301,162.1252,NA,NA,162.9965,0.005,0.395,NA,0,NA,1
ad,1,3,M,R,4,21,26,3,1,3,4,4,3,42,5,9,891.56,768.33,872.91,777.65,-18.6576,9.3222,20.8569,1.5275,194.7629,189.5521,21.27,167.4949,168.178,168.378,168.383,168.8778,169.011,169.8608,170.1591,171.0273,0.0048,0.133,0.2982,0,NA,2
ad,1,3,M,R,4,22,27,2,4,2,0,2,1,3,5,2,378.9,478.64,371.31,475.39,-7.5912,-3.2419,8.2544,1.7767,208.2419,215.8749,21.27,175.9088,176.6418,176.8421,176.8471,177.3416,177.6849,NA,NA,178.5413,0.0049,0.3431,NA,0,NA,1
ad,1,3,M,R,4,23,28,1,1,0,0,1,0,0,5,5,661.45,512,656.57,511.38,-4.8816,-0.6211,4.921,1.3857,180.207,176.0965,21.27,183.673,184.4229,184.6226,184.6284,NA,NA,NA,NA,185.1391,0.0055,NA,NA,0,NA,0
ad,1,3,M,R,4,24,29,3,3,4,2,4,3,23,5,3,436.1,708.75,442.12,711.36,6.0227,2.611,6.5643,1.4713,119.0109,116.4958,21.27,189.8875,190.6039,190.804,190.809,191.3037,191.5403,192.3868,192.6164,193.4863,0.0048,0.2363,0.2295,0,NA,2
ad,1,3,M,R,4,25,30,2,3,4,0,3,2,2,5,6,651.92,775.48,677.77,766.23,25.8579,-9.249,27.4622,1.5064,180.4501,158.7364,21.27,198.3349,199.0347,199.2344,199.2431,199.7343,199.9573,NA,NA,200.8173,0.0084,0.2229,NA,0,NA,1
ad,1,3,M,R,4,26,31,2,2,1,0,3,2,1,5,4,606.64,272.35,616.77,278.19,10.137,5.8358,11.6969,1.1801,148.6517,149.9144,21.27,205.6993,206.4156,206.6153,206.6264,207.132,207.3352,NA,NA,208.1982,0.011,0.2031,NA,0,NA,1
ad,1,3,M,R,4,27,32,3,4,3,4,5,2,12,5,5,654.3,490.55,652.2,523.07,-2.1034,32.5222,32.5902,1.3982,171.3318,147.9497,21.27,212.7468,213.3965,213.5967,213.6019,214.0962,214.3066,215.1625,215.4552,216.3288,0.005,0.2103,0.2925,0,NA,2 return
ad,1,3,M,R,4,28,34,1,2,0,0,1,0,0,5,5,604.25,476.25,610.57,476.39,6.3131,0.1412,6.3147,2.0587,171.9987,174.9198,21.27,223.8265,224.5428,224.7429,224.7479,NA,NA,NA,NA,225.2592,0.0048,NA,NA,0,NA,0
ad,1,3,M,R,4,29,35,2,2,4,0,2,1,4,5,8,853.43,528.68,830.99,534.18,-22.4458,5.4979,23.1093,1.4794,139.1351,120.1458,21.27,230.7074,231.6904,231.8906,231.8956,232.3902,232.7437,NA,NA,233.6065,0.0048,0.3533,NA,0,NA,1
ad,1,3,M,R,4,30,36,1,1,0,0,1,0,0,5,5,661.45,490.55,674.35,487.16,12.9035,-3.3879,13.3409,1.8757,167.1763,176.1735,21.27,238.4717,239.1546,239.3546,239.3596,NA,NA,NA,NA,239.8712,0.0048,NA,NA,0,NA,0
ad,1,3,M,R,4,31,37,3,4,2,1,4,3,31,5,1,433.72,284.27,438.68,286.68,4.9605,2.4163,5.5177,1.1348,143.2999,138.3232,21.27,245.136,245.8858,246.0857,246.0907,246.5855,246.8291,247.6852,248.0299,248.9017,0.0048,0.2434,0.3446,0,NA,2
ad,1,3,M,R,4,32,39,1,4,0,0,1,0,0,5,5,640,526.3,609.56,492.4,-30.4414,-33.8963,45.5592,1.3153,154.6218,199.9316,21.27,258.9151,259.7146,259.9146,259.9196,NA,NA,NA,NA,260.4311,0.0049,NA,NA,0,NA,0
ad,1,3,M,R,4,33,40,3,3,4,3,5,2,21,5,5,666.21,538.21,652.18,522.36,-14.0346,-15.851,21.1713,1.4668,168.5297,163.8942,21.27,265.1464,265.8792,266.0792,266.0845,266.5789,266.8233,267.6621,267.8992,268.7616,0.0051,0.2442,0.237,0,NA,2 return
ad,1,3,M,R,4,34,41,3,2,4,3,4,3,41,5,7,898.71,293.8,883.07,302.68,-15.639,8.8761,17.9823,1.9796,175.1853,157.3131,21.27,273.6433,274.3432,274.5431,274.5483,275.0428,275.2753,276.1258,276.3353,277.2089,0.005,0.2323,0.2093,0,NA,2
ad,1,3,M,R,4,35,42,3,2,1,2,5,2,12,5,5,640,538.21,639.38,543.61,-0.6211,5.3951,5.4307,1.7287,147.0384,143.2965,21.27,282.5903,283.3236,283.5234,283.5285,284.0233,284.2446,285.0895,285.3133,286.1727,0.0049,0.2211,0.2236,0,NA,2 return
ad,1,3,M,R,4,36,43,2,2,1,0,3,2,1,5,4,668.6,284.27,644.62,307.59,-23.9724,23.3265,33.4485,1.4687,182.7816,149.607,21.27,291.3041,291.9541,292.1539,292.159,292.6537,292.8479,NA,NA,293.72,0.005,0.1941,NA,0,NA,1
ad,1,3,M,R,4,37,44,2,1,2,0,3,2,2,5,6,625.7,720.67,613.06,711.04,-12.6388,-9.6288,15.8888,1.5353,137.6049,121.7815,21.27,298.6184,299.3182,299.5181,299.5234,300.018,300.2433,NA,NA,301.1011,0.0052,0.2252,NA,0,NA,1
ad,1,3,M,R,4,38,46,2,4,3,0,3,2,1,5,4,656.68,248.52,630.16,248.03,-26.5177,-0.4893,26.5223,1.2728,177.7369,194.2126,21.27,313.1137,314.0801,314.2799,314.2849,314.7798,314.9712,NA,NA,315.8295,0.0049,0.1913,NA,0,NA,1
ad,1,3,M,R,4,39,47,2,4,3,0,3,2,1,5,4,647.15,284.27,642.56,277.52,-4.5907,-6.7477,8.1613,1.457,155.9851,164.025,21.27,320.528,321.2112,321.4109,321.4161,321.9109,322.1516,NA,NA,323.0271,0.005,0.2406,NA,0,NA,1
ad,1,3,M,R,4,40,48,3,1,2,4,4,3,24,5,9,891.56,742.12,894.23,741.24,2.6666,-0.8776,2.8073,1.3223,176.8489,178.3402,21.27,327.9088,328.6085,328.8086,328.8142,329.3083,329.4983,330.3414,330.5636,331.4244,0.0054,0.1899,0.222,0,NA,2
ad,1,3,M,R,5,1,1,2,2,1,0,3,2,1,5,4,673.36,296.18,648.97,293.03,-24.3909,-3.1516,24.5937,1.1273,179.7159,161.9624,21.27,2.0494,2.9324,3.1323,3.1375,3.6321,3.8311,NA,NA,4.6986,0.005,0.1988,NA,0,NA,1
ad,1,3,M,R,5,2,2,2,3,1,0,2,1,3,5,2,424.18,547.75,423.97,534.37,-0.2102,-13.3756,13.3773,1.4626,181.7046,170.796,21.27,9.097,9.7801,9.9801,9.985,10.4799,10.6884,NA,NA,11.563,0.0047,0.2083,NA,0,NA,1
ad,1,3,M,R,5,3,3,3,4,3,4,5,2,12,5,5,609.02,476.25,615.95,474.01,6.9297,-2.2455,7.2844,2.6336,211.6117,208.5058,21.27,16.2947,16.9944,17.1943,17.2033,17.6944,17.8942,18.7438,19.0393,19.9101,0.0087,0.1996,0.2954,0,NA,2 return
ad,1,3,M,R,5,4,4,3,4,2,1,4,3,31,5,1,371.75,293.8,369.52,279.09,-2.2348,-14.7099,14.8787,1.8914,183.0213,193.3828,21.27,25.8415,26.5081,26.7079,26.7128,27.2078,27.3902,28.2407,28.4651,29.3238,0.0048,0.1823,0.2242,0,NA,2
ad,1,3,M,R,5,5,5,3,1,3,1,5,1,43,5,5,628.08,504.85,633.58,506.17,5.4937,1.3212,5.6503,1.1278,150.9583,155.7401,21.27,34.5053,35.2051,35.405,35.4137,35.9048,36.0628,36.9045,37.0846,37.9542,0.0085,0.1578,0.1799,0,NA,2 return
ad,1,3,M,R,5,6,8,1,1,0,0,1,0,0,5,5,632.85,516.77,636.05,519.46,3.1962,2.6947,4.1806,1.6162,162.9345,167.0771,21.27,49.0173,49.7839,49.9837,49.9887,NA,NA,NA,NA,50.5,0.0049,NA,NA,0,NA,0
ad,1,3,M,R,5,7,9,2,2,1,0,3,2,1,5,4,647.15,286.65,636.91,276.87,-10.2431,-9.7832,14.1644,1.8359,164.7122,164.1264,21.27,55.4318,56.1482,56.3483,56.3536,56.8481,57.0645,NA,NA,57.9309,0.0052,0.2163,NA,0,NA,1
ad,1,3,M,R,5,8,13,2,3,4,0,3,2,2,5,6,659.06,727.82,665.11,725,6.0406,-2.8211,6.6668,1.6445,139.1351,132.9178,21.27,77.1579,77.891,78.0912,78.0962,78.5909,78.8296,NA,NA,79.6904,0.0048,0.2385,NA,0,NA,1
ad,1,3,M,R,5,9,14,2,4,3,0,3,2,1,5,4,640,255.67,638.49,289.32,-1.5078,33.6504,33.6842,1.2852,182.0344,158.7267,21.27,84.6388,85.3386,85.5385,85.5435,86.0385,86.2692,NA,NA,87.1383,0.0048,0.2305,NA,0,NA,1
ad,1,3,M,R,5,10,16,1,2,0,0,1,0,0,5,5,661.45,540.6,657.47,510.37,-3.9793,-30.2263,30.4871,1.5421,163.2284,178.2579,21.27,94.2856,94.9354,95.1356,95.1409,NA,NA,NA,NA,95.652,0.0052,NA,NA,0,NA,0
ad,1,3,M,R,5,11,18,2,4,2,0,2,1,3,5,2,376.52,485.79,366.87,485.54,-9.6534,-0.2428,9.6564,1.7464,204.8721,212.0791,21.27,104.5823,105.3489,105.5487,105.5536,106.0485,106.3632,NA,NA,107.2315,0.0047,0.3145,NA,0,NA,1
ad,1,3,M,R,5,12,19,3,4,2,4,5,1,34,5,5,604.25,547.75,631.39,547.29,27.1334,-0.4577,27.1373,1.8976,171.9987,148.813,21.27,112.313,112.9629,113.1628,113.1683,113.6626,113.8725,114.7124,115.0002,115.862,0.0054,0.2097,0.2877,0,NA,2 return
ad,1,3,M,R,5,13,20,3,3,1,3,5,1,34,5,5,625.7,542.98,631.25,544.7,5.5448,1.7187,5.8051,1.4801,196.7727,194.452,21.27,121.0936,121.96,122.1599,122.165,122.6597,122.8535,123.6928,123.9043,124.7757,0.005,0.1936,0.2114,0,NA,2 return
ad,1,3,M,R,5,14,22,3,3,1,2,4,3,32,5,3,402.73,765.95,435.51,738.68,32.7769,-27.2634,42.6336,1.8847,183.3178,141.3569,21.27,132.9396,133.606,133.8061,133.8111,134.3058,134.4958,135.3389,135.9668,136.8383,0.0049,0.1899,0.6277,0,NA,2
ad,1,3,M,R,5,15,24,2,1,3,0,2,1,4,5,8,848.67,509.62,845.12,498.8,-3.5467,-10.8161,11.3828,1.5023,146.6516,136.0791,21.27,144.5859,145.3355,145.5356,145.5404,146.0353,146.4046,NA,NA,147.2682,0.0047,0.3691,NA,0,NA,1
ad,1,3,M,R,5,16,25,2,3,4,0,3,2,2,5,6,673.36,765.95,684.31,760.65,10.9489,-5.2947,12.1619,1.2957,160.7192,150.6833,21.27,152.1167,153.0665,153.2662,153.2714,153.7661,154.0318,NA,NA,154.899,0.005,0.2655,NA,0,NA,1
ad,1,3,M,R,5,17,26,3,2,1,2,5,2,12,5,5,637.62,495.32,645,495.29,7.3792,-0.0291,7.3793,1.1394,175.0322,179.9416,21.27,159.5308,160.1806,160.3805,160.3873,160.8808,161.0795,161.9301,162.1618,163.0297,0.0066,0.1986,0.2316,0,NA,2 return
ad,1,3,M,R,5,18,27,1,3,0,0,1,0,0,5,5,609.02,492.94,579.16,490.76,-29.8633,-2.1773,29.9425,1.447,176.4129,200.9687,21.27,167.5116,168.228,168.4281,168.4331,NA,NA,NA,NA,168.9444,0.0049,NA,NA,0,NA,0
ad,1,3,M,R,5,19,30,2,1,2,0,3,2,2,5,6,635.23,751.65,616.77,719.53,-18.4603,-32.121,37.0478,1.3679,166.3003,130.3262,21.27,185.1725,185.939,186.1389,186.1438,186.6387,186.8419,NA,NA,187.7051,0.0048,0.203,NA,0,NA,1
ad,1,3,M,R,5,20,31,2,1,2,0,3,2,2,5,6,673.36,744.5,665.8,762.34,-7.5628,17.8448,19.3812,1.5675,189.4677,195.3447,21.27,192.437,193.2031,193.4031,193.4083,193.9029,194.1154,NA,NA,194.986,0.005,0.2124,NA,0,NA,1
ad,1,3,M,R,5,21,32,3,2,4,2,5,1,43,5,5,673.36,495.32,664.63,492.96,-8.7308,-2.3612,9.0444,1.9158,200.137,195.325,21.27,199.9175,200.684,200.8839,200.8891,201.3839,201.5767,202.4167,202.6966,203.5665,0.005,0.1927,0.2797,0,NA,2 return
ad,1,3,M,R,5,22,33,1,4,0,0,1,0,0,5,5,630.47,523.92,621.5,511.88,-8.9636,-12.0328,15.0045,1.5708,163.4217,178.0381,21.27,208.8646,209.531,209.731,209.7366,NA,NA,NA,NA,210.2475,0.0054,NA,NA,0,NA,0
ad,1,3,M,R,5,23,35,3,1,2,4,4,3,24,5,9,858.2,763.56,846.47,764.55,-11.7315,0.9869,11.773,1.3835,169.4224,163.4551,21.27,222.1437,222.7935,222.9933,222.9986,223.4933,223.7276,224.5763,224.8995,225.7593,0.0051,0.2341,0.3231,0,NA,2
